Année;Perimètre juridique;Perimètre spatial;Spatial perimeter;Indicateur;Indicator;Type de contrat;Type of contract;Tranche horaire;Time range;Collège;Employee category;Genre;Gender;Valeur;Unité;Unit;Chapitre du bilan social
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Cadre;Managers;Homme;Male;1.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Cadre;Managers;Homme;Male;0.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Maitrise;Supervisors;Homme;Male;0.0;Nombre;Number;
2023;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Statutaires;Statutory;;;Cadre;Managers;Femme;Female;91.0;Nombre;Number;
2023;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Statutaires;Statutory;;;Maitrise;Supervisors;Femme;Female;632.0;Nombre;Number;
2023;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Non statutaire CDI;Permanent non-statutory;;;Maitrise;Supervisors;Femme;Female;0.0;Nombre;Number;
2023;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Non statutaire CDD;Fixed-term non-statutory;;;Cadre;Managers;Femme;Female;0.0;Nombre;Number;
2023;EDF SA;France;France;Salariés en services continus de plus de 50 ans;Employees over 50 years old in continuous service;;;;;Maitrise;Supervisors;Femme;Female;14.0;Nombre;Number;
2023;EDF SA;France;France;Salariés reclassés dans l'entreprise à la suite d'une inaptitude;Employees reassigned within the company following unfitness;;;;;;;;;22.0;Nombre;Number;
2023;EDF SA;France;France;Salariés ayant bénéficié de repos compensateur;Employees who benefited from compensatory time off;;;;;Maitrise;Supervisors;Homme;Male;13388.0;Nombre;Number;
2023;EDF SA;France;France;Salariés ayant bénéficié de repos compensateur;Employees who benefited from compensatory time off;;;;;Maitrise;Supervisors;Femme;Female;2045.0;Nombre;Number;
2023;EDF SA;France;France;Salariés bénéficiaires d'un système d'horaires individualisés;Employees benefiting from an individualized working hours system;;;;;Maitrise;Supervisors;Homme;Male;658.0;Nombre;Number;
2023;EDF SA;France;France;Salariés bénéficiaires d'un système d'horaires individualisés;Employees benefiting from an individualized working hours system;;;;;Maitrise;Supervisors;Femme;Female;1343.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;Moins de 20 heures;Less than 20 hours;Execution;Operatives;Homme;Male;6.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;Moins de 20 heures;Less than 20 hours;Cadre;Managers;Femme;Female;3.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;Moins de 20 heures;Less than 20 hours;Cadre;Managers;Homme;Male;0.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;Moins de 20 heures;Less than 20 hours;Execution;Operatives;Homme;Male;0.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;Moins de 20 heures;Less than 20 hours;Execution;Operatives;Femme;Female;0.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Execution;Operatives;Femme;Female;131.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Cadre;Managers;Homme;Male;1.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Cadre;Managers;Femme;Female;0.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Execution;Operatives;Femme;Female;58.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Maitrise;Supervisors;Homme;Male;0.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Execution;Operatives;Femme;Female;1.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Maitrise;Supervisors;Femme;Female;1.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Execution;Operatives;Homme;Male;0.0;Nombre;Number;
2023;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Statutaires;Statutory;;;Execution;Operatives;Homme;Male;134.0;Nombre;Number;
2023;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Non statutaire CDI;Permanent non-statutory;;;Execution;Operatives;Femme;Female;0.0;Nombre;Number;
2023;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Non statutaire CDD;Fixed-term non-statutory;;;Maitrise;Supervisors;Homme;Male;0.0;Nombre;Number;
2023;EDF SA;France;France;Salariés en services continus de plus de 50 ans;Employees over 50 years old in continuous service;;;;;Execution;Operatives;Femme;Female;4.0;Nombre;Number;
2023;EDF SA;France;France;Salariés ayant bénéficié de repos compensateur;Employees who benefited from compensatory time off;;;;;Execution;Operatives;Femme;Female;105.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;;;;;Cadre;Managers;Homme;Male;103.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;;;;;Cadre;Managers;Femme;Female;175.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;;;;;Execution;Operatives;Homme;Male;40.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;Moins de 20 heures;Less than 20 hours;Maitrise;Supervisors;Femme;Female;97.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;Moins de 20 heures;Less than 20 hours;Execution;Operatives;Femme;Female;68.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;Moins de 20 heures;Less than 20 hours;Execution;Operatives;Homme;Male;0.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;Moins de 20 heures;Less than 20 hours;Maitrise;Supervisors;Homme;Male;0.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Execution;Operatives;Homme;Male;17.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Cadre;Managers;Femme;Female;6.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Cadre;Managers;Homme;Male;0.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Maitrise;Supervisors;Homme;Male;0.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Maitrise;Supervisors;Femme;Female;0.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Execution;Operatives;Homme;Male;0.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Cadre;Managers;Homme;Male;22.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Maitrise;Supervisors;Femme;Female;394.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Maitrise;Supervisors;Femme;Female;0.0;Nombre;Number;
2023;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Statutaires;Statutory;;;Cadre;Managers;Homme;Male;143.0;Nombre;Number;
2023;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Non statutaire CDI;Permanent non-statutory;;;Cadre;Managers;Homme;Male;0.0;Nombre;Number;
2023;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Non statutaire CDI;Permanent non-statutory;;;Maitrise;Supervisors;Homme;Male;0.0;Nombre;Number;
2023;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Non statutaire CDD;Fixed-term non-statutory;;;Cadre;Managers;Homme;Male;0.0;Nombre;Number;
2023;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Non statutaire CDD;Fixed-term non-statutory;;;Execution;Operatives;Homme;Male;0.0;Nombre;Number;
2023;EDF SA;France;France;Salariés en services continus de plus de 50 ans;Employees over 50 years old in continuous service;;;;;Execution;Operatives;Homme;Male;32.0;Nombre;Number;
2023;EDF SA;France;France;Salariés déclarés définitivement inaptes à leur emploi par le médecin du travail;Employees declared permanently unfit for their job by the occupational physician;;;;;;;;;16.0;Nombre;Number;
2023;EDF SA;France;France;Salariés ayant bénéficié de repos compensateur;Employees who benefited from compensatory time off;;;;;Cadre;Managers;Homme;Male;1354.0;Nombre;Number;
2023;EDF SA;France;France;Salariés ayant bénéficié de repos compensateur;Employees who benefited from compensatory time off;;;;;Cadre;Managers;Femme;Female;193.0;Nombre;Number;
2023;EDF SA;France;France;Salariés ayant bénéficié de repos compensateur;Employees who benefited from compensatory time off;;;;;Execution;Operatives;Homme;Male;1468.0;Nombre;Number;
2023;EDF SA;France;France;Salariés bénéficiaires d'un système d'horaires individualisés;Employees benefiting from an individualized working hours system;;;;;Execution;Operatives;Femme;Female;171.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;;;;;Execution;Operatives;Femme;Female;259.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;Moins de 20 heures;Less than 20 hours;Cadre;Managers;Femme;Female;28.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;Moins de 20 heures;Less than 20 hours;Maitrise;Supervisors;Femme;Female;0.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Cadre;Managers;Femme;Female;77.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Maitrise;Supervisors;Homme;Male;86.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Maitrise;Supervisors;Femme;Female;0.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Cadre;Managers;Femme;Female;59.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Maitrise;Supervisors;Homme;Male;102.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Execution;Operatives;Homme;Male;17.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Execution;Operatives;Homme;Male;0.0;Nombre;Number;
2023;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Non statutaire CDI;Permanent non-statutory;;;Cadre;Managers;Femme;Female;0.0;Nombre;Number;
2023;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Non statutaire CDD;Fixed-term non-statutory;;;Execution;Operatives;Femme;Female;0.0;Nombre;Number;
2023;EDF SA;France;France;Salariés en services continus de plus de 50 ans;Employees over 50 years old in continuous service;;;;;Maitrise;Supervisors;Homme;Male;765.0;Nombre;Number;
2023;EDF SA;France;France;Salariés bénéficiaires d'un système d'horaires individualisés;Employees benefiting from an individualized working hours system;;;;;Cadre;Managers;Homme;Male;891.0;Nombre;Number;
2023;EDF SA;France;France;Salariés bénéficiaires d'un système d'horaires individualisés;Employees benefiting from an individualized working hours system;;;;;Execution;Operatives;Homme;Male;24.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;;;;;Maitrise;Supervisors;Homme;Male;220.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;Moins de 20 heures;Less than 20 hours;Cadre;Managers;Homme;Male;22.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;Moins de 20 heures;Less than 20 hours;Cadre;Managers;Homme;Male;3.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;Moins de 20 heures;Less than 20 hours;Maitrise;Supervisors;Homme;Male;0.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;Moins de 20 heures;Less than 20 hours;Execution;Operatives;Femme;Female;1.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Execution;Operatives;Femme;Female;0.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Cadre;Managers;Femme;Female;2.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Cadre;Managers;Femme;Female;0.0;Nombre;Number;
2023;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Execution;Operatives;Femme;Female;0.0;Nombre;Number;
2023;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Statutaires;Statutory;;;Maitrise;Supervisors;Homme;Male;558.0;Nombre;Number;
2023;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Statutaires;Statutory;;;Execution;Operatives;Femme;Female;27.0;Nombre;Number;
2023;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Non statutaire CDI;Permanent non-statutory;;;Execution;Operatives;Homme;Male;0.0;Nombre;Number;
2023;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Non statutaire CDD;Fixed-term non-statutory;;;Maitrise;Supervisors;Femme;Female;0.0;Nombre;Number;
2023;EDF SA;France;France;Salariés en services continus de plus de 50 ans;Employees over 50 years old in continuous service;;;;;Cadre;Managers;Homme;Male;346.0;Nombre;Number;
2023;EDF SA;France;France;Salariés en services continus de plus de 50 ans;Employees over 50 years old in continuous service;;;;;Cadre;Managers;Femme;Female;3.0;Nombre;Number;
2022;EDF SA;France;France;Salariés ayant bénéficié de repos compensateur;Employees who benefited from compensatory time off;;;;;Execution;Operatives;Homme;Male;1360.0;Nombre;Number;§4.1.2
2022;EDF SA;France;France;Salariés bénéficiaires d'un système d'horaires individualisés;Employees benefiting from an individualized working hours system;;;;;Cadre;Managers;Homme;Male;876.0;Nombre;Number;§4.1.3
2022;EDF SA;France;France;Salariés bénéficiaires d'un système d'horaires individualisés;Employees benefiting from an individualized working hours system;;;;;Maitrise;Supervisors;Femme;Female;1334.0;Nombre;Number;§4.1.3
2022;EDF SA;France;France;Salariés bénéficiaires d'un système d'horaires individualisés;Employees benefiting from an individualized working hours system;;;;;Execution;Operatives;Femme;Female;214.0;Nombre;Number;§4.1.3
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;Moins de 20 heures;Less than 20 hours;Maitrise;Supervisors;Homme;Male;31.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;Moins de 20 heures;Less than 20 hours;Cadre;Managers;Homme;Male;3.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;Moins de 20 heures;Less than 20 hours;Cadre;Managers;Femme;Female;4.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;Moins de 20 heures;Less than 20 hours;Cadre;Managers;Homme;Male;0.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;Moins de 20 heures;Less than 20 hours;Cadre;Managers;Femme;Female;2.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;Moins de 20 heures;Less than 20 hours;Execution;Operatives;Femme;Female;0.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Cadre;Managers;Homme;Male;0.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Maitrise;Supervisors;Homme;Male;0.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Execution;Operatives;Homme;Male;13.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Execution;Operatives;Femme;Female;1.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Statutaires;Statutory;;;Execution;Operatives;Homme;Male;140.0;Nombre;Number;§4.1.5
2022;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Non statutaire CDI;Permanent non-statutory;;;Maitrise;Supervisors;Homme;Male;1.0;Nombre;Number;§4.1.5
2022;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Non statutaire CDD;Fixed-term non-statutory;;;Maitrise;Supervisors;Femme;Female;0.0;Nombre;Number;§4.1.5
2022;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Non statutaire CDD;Fixed-term non-statutory;;;Execution;Operatives;Homme;Male;0.0;Nombre;Number;§4.1.5
2022;EDF SA;France;France;Salariés déclarés définitivement inaptes à leur emploi par le médecin du travail;Employees declared permanently unfit for their job by the occupational physician;;;;;;;;;59.0;Nombre;Number;§4.7.1
2022;EDF SA;France;France;Salariés ayant bénéficié de repos compensateur;Employees who benefited from compensatory time off;;;;;Maitrise;Supervisors;Homme;Male;12990.0;Nombre;Number;§4.1.2
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;;;;;Maitrise;Supervisors;Homme;Male;235.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;Moins de 20 heures;Less than 20 hours;Maitrise;Supervisors;Femme;Female;97.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;Moins de 20 heures;Less than 20 hours;Maitrise;Supervisors;Femme;Female;0.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;Moins de 20 heures;Less than 20 hours;Execution;Operatives;Homme;Male;0.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Maitrise;Supervisors;Femme;Female;1.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Execution;Operatives;Femme;Female;1.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Cadre;Managers;Homme;Male;24.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Cadre;Managers;Femme;Female;2.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Cadre;Managers;Femme;Female;0.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Maitrise;Supervisors;Femme;Female;1.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Statutaires;Statutory;;;Cadre;Managers;Homme;Male;148.0;Nombre;Number;§4.1.5
2022;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Statutaires;Statutory;;;Maitrise;Supervisors;Homme;Male;599.0;Nombre;Number;§4.1.5
2022;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Statutaires;Statutory;;;Maitrise;Supervisors;Femme;Female;690.0;Nombre;Number;§4.1.5
2022;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Non statutaire CDI;Permanent non-statutory;;;Cadre;Managers;Homme;Male;0.0;Nombre;Number;§4.1.5
2022;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Non statutaire CDI;Permanent non-statutory;;;Cadre;Managers;Femme;Female;0.0;Nombre;Number;§4.1.5
2022;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Non statutaire CDI;Permanent non-statutory;;;Execution;Operatives;Homme;Male;0.0;Nombre;Number;§4.1.5
2022;EDF SA;France;France;Salariés ayant bénéficié de repos compensateur;Employees who benefited from compensatory time off;;;;;Execution;Operatives;Femme;Female;97.0;Nombre;Number;§4.1.2
